RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Participant	Semester	Collection	Category Group	Category Right	Category Left	Index Right	Index Left	Pupil Diameter Right [mm]	Pupil Diameter Left [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	Point of Regard Left X [px]	Point of Regard Left Y [px]	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Gaze Vector Left X	Gaze Vector Left Y	Gaze Vector Left Z	Eye Position Right X [mm]	Eye Position Right Y [mm]	Eye Position Right Z [mm]	Eye Position Left X [mm]	Eye Position Left Y [mm]	Eye Position Left Z [mm]	Pupil Position Right X [px]	Pupil Position Right Y [px]	Pupil Position Left X [px]	Pupil Position Left Y [px]	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
1792219.9750	13:14:49:593	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	5.0713	4.9355	1014.2249	489.4171	903.9900	487.2946	0.0717	0.2991	-0.9515	0.0784	0.2852	-0.9552	1.1399	-40.0533	603.8318	-64.6506	-34.6560	596.1722	633.5897	664.6781	897.8779	645.2405	-	-	-	-	-
1792223.9770	13:14:49:597	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792227.9790	13:14:49:601	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	5.0387	4.8883	1021.6658	417.2555	907.3267	460.9490	0.0827	0.3315	-0.9398	0.0804	0.3010	-0.9502	1.1148	-39.9222	603.4498	-64.6148	-34.5271	596.3945	633.4722	663.6078	897.5867	644.3553	-	-	-	-	-
1792231.9820	13:14:49:605	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	4.9740	4.8156	1030.3051	329.6172	912.5776	326.8515	0.0835	0.3495	-0.9332	0.0822	0.3253	-0.9420	1.0936	-39.8829	603.7133	-64.5962	-34.4810	596.3970	633.5419	663.0265	897.4581	643.6819	-	-	-	-	-
1792235.9840	13:14:49:609	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	4.9181	4.7388	1037.8084	310.3690	915.8088	282.5915	0.0837	0.3540	-0.9315	0.0814	0.3390	-0.9373	1.0485	-39.8671	604.4458	-64.5756	-34.4375	596.2245	633.7244	662.6888	897.4576	643.2700	-	-	-	-	-
1792239.9860	13:14:49:613	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792243.9890	13:14:49:617	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	4.8562	4.6608	1034.7138	290.3061	921.8478	273.9474	0.0776	0.3614	-0.9292	0.0856	0.3404	-0.9364	1.0212	-39.8444	605.0202	-64.5158	-34.3604	595.6680	633.9552	662.3063	897.3754	643.0558	-	-	-	-	-
1792247.9910	13:14:49:621	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Saccade	1	1	4.8019	4.6071	1042.5729	278.0366	924.1496	273.8008	0.0805	0.3643	-0.9278	0.0839	0.3397	-0.9368	0.9945	-39.8665	605.7214	-64.4066	-34.2752	594.6463	634.0111	662.1595	897.4161	642.9542	-	-	-	-	-
1792251.9930	13:14:49:625	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	1	-	4.7533	4.5611	1050.4667	272.2114	928.6011	267.4641	0.0831	0.3651	-0.9273	0.0856	0.3438	-0.9351	0.9729	-39.8743	605.9514	-64.3455	-34.2401	593.8932	634.0485	662.1178	897.4611	642.8967	-	-	-	-	-
1792255.9960	13:14:49:629	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	1	-	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792259.9980	13:14:49:633	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	1	-	4.6960	4.4992	1049.3776	279.4612	934.6081	271.4450	0.0787	0.3594	-0.9298	0.0900	0.3395	-0.9363	0.9568	-39.8834	605.9523	-64.4385	-34.2755	594.1194	634.1971	662.2667	897.6532	643.0759	-	-	-	-	-
1792264.0000	13:14:49:637	Trial031	wct_005b	Subject1	Expert	SS18	Eye	-	-	-	-	4.6509	4.4462	1055.4833	277.5816	939.9354	268.5962	0.0817	0.3612	-0.9289	0.0920	0.3426	-0.9350	0.9512	-39.8881	605.9523	-64.5291	-34.3159	594.7642	634.1622	662.2492	897.6952	643.0334	-	-	-	-	-
1792268.0030	13:14:49:641	Trial031	wct_005b	Subject1	Expert	SS18	Eye	-	-	-	-	4.6142	4.3962	1056.7326	277.9102	940.7204	267.9923	0.0795	0.3612	-0.9291	0.0882	0.3427	-0.9353	0.9417	-39.8721	605.7048	-64.6275	-34.3642	595.5385	634.2393	662.2493	897.8289	643.0522	-	-	-	-	-
1792272.0050	13:14:49:645	Trial031	wct_005b	Subject1	Expert	SS18	Eye	-	-	-	-	4.5899	4.3610	1059.7280	276.2541	942.1554	267.2961	0.0805	0.3630	-0.9283	0.0867	0.3430	-0.9353	0.9352	-39.8426	605.3135	-64.7384	-34.4152	596.3830	634.2427	662.1951	897.9346	643.0639	-	-	-	-	-
1792276.0070	13:14:49:649	Trial031	wct_005b	Subject1	Expert	SS18	Eye	-	-	-	-	4.5665	4.3318	1060.5241	281.1564	945.7468	263.4191	0.0768	0.3584	-0.9304	0.0906	0.3471	-0.9334	0.9233	-39.8055	604.7514	-64.8516	-34.4691	597.2974	634.3557	662.2813	897.9089	642.9934	-	-	-	-	-
1792280.0090	13:14:49:653	Trial031	wct_005b	Subject1	Expert	SS18	Eye	-	-	-	-	4.5411	4.3054	1054.9668	279.7671	948.8470	259.1431	0.0687	0.3606	-0.9302	0.0926	0.3495	-0.9324	0.9114	-39.7600	604.1070	-64.9729	-34.5245	598.2600	634.5552	662.2192	897.9357	642.9548	-	-	-	-	-
1792284.0120	13:14:49:657	Trial031	wct_005b	Subject1	Expert	SS18	Eye	-	-	-	-	4.5038	4.2752	1056.3158	277.3798	951.7380	254.2501	0.0767	0.3623	-0.9289	0.0941	0.3507	-0.9318	0.9035	-39.7055	603.3965	-65.0931	-34.5769	599.2154	634.4255	662.1468	897.9702	642.9296	-	-	-	-	-
1792288.0140	13:14:49:661	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	2	-	4.4644	4.2398	1054.0771	271.7838	950.2440	250.1106	0.0748	0.3700	-0.9260	0.0861	0.3513	-0.9323	0.8877	-39.6187	602.4508	-65.2004	-34.6179	600.0815	634.5174	661.8850	898.1802	642.8898	-	-	-	-	-
1792292.0160	13:14:49:665	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	2	-	4.4411	4.2057	1052.0352	264.7719	948.0065	239.0451	0.0719	0.3754	-0.9241	0.0841	0.3571	-0.9303	0.8593	-39.5647	602.2245	-65.2675	-34.6165	600.6483	634.6834	661.6186	898.2362	642.6431	-	-	-	-	-
1792296.0190	13:14:49:669	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	2	-	4.4165	4.1899	1045.9555	251.2623	945.6378	223.7079	0.0668	0.3805	-0.9224	0.0823	0.3616	-0.9287	0.8269	-39.5382	602.7459	-65.2610	-34.5385	600.5241	634.9169	661.2812	898.2953	642.2688	-	-	-	-	-
1792300.0210	13:14:49:673	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	2	-	4.4107	4.1757	1040.3727	173.7933	938.3818	188.7579	0.0651	0.3963	-0.9158	0.0767	0.3704	-0.9257	0.7958	-39.5664	604.1630	-65.2545	-34.4704	600.4176	635.0820	660.7209	898.4195	641.8449	-	-	-	-	-
1792304.0230	13:14:49:677	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	-	2	-	4.3909	4.1684	1038.7228	153.5161	935.4584	137.1369	0.0675	0.3981	-0.9148	0.0783	0.3801	-0.9216	0.7401	-39.5684	605.1651	-65.2357	-34.4202	600.1215	635.2634	660.4431	898.4328	641.5142	-	-	-	-	-
1792308.0260	13:14:49:681	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Saccade	Fixation	2	2	4.3724	4.1573	1036.1193	149.9241	936.9423	147.8652	0.0681	0.3976	-0.9150	0.0846	0.3749	-0.9232	0.7035	-39.5765	605.4441	-65.1795	-34.3772	599.5438	635.3984	660.4177	898.3408	641.5719	-	-	-	-	-
1792312.0280	13:14:49:685	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.3511	4.1319	1033.4125	168.4296	935.0139	172.3582	0.0679	0.3907	-0.9180	0.0845	0.3680	-0.9260	0.6939	-39.6071	605.8016	-65.1239	-34.3410	598.9016	635.4441	660.5876	898.4053	641.7061	-	-	-	-	-
1792316.0300	13:14:49:689	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.3340	4.0943	1031.2953	166.5562	933.9537	176.9356	0.0684	0.3911	-0.9178	0.0850	0.3668	-0.9264	0.6887	-39.6219	605.9255	-65.0883	-34.3190	598.4208	635.4554	660.6083	898.4626	641.7486	-	-	-	-	-
1792320.0330	13:14:49:693	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.3165	4.0820	1029.7855	172.8956	929.1967	181.0212	0.0687	0.3888	-0.9187	0.0816	0.3648	-0.9275	0.6844	-39.6199	605.8677	-65.0905	-34.3134	598.2445	635.4659	660.6596	898.6180	641.8052	-	-	-	-	-
1792324.0350	13:14:49:697	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.3016	4.0703	1030.5023	166.2155	926.7620	163.5429	0.0691	0.3918	-0.9174	0.0819	0.3714	-0.9249	0.6826	-39.6243	605.8751	-65.1451	-34.3299	598.5246	635.4650	660.6145	898.7024	641.6778	-	-	-	-	-
1792328.0370	13:14:49:701	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.2797	4.0567	1028.8668	170.2091	922.9519	160.8195	0.0685	0.3896	-0.9184	0.0795	0.3715	-0.9250	0.6759	-39.6235	605.8405	-65.2645	-34.3810	599.3420	635.5033	660.6645	898.8711	641.7010	-	-	-	-	-
1792332.0400	13:14:49:705	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.2670	4.0426	1027.3276	168.6783	922.2405	159.5183	0.0675	0.3901	-0.9183	0.0828	0.3708	-0.9250	0.6701	-39.6194	605.8000	-65.3429	-34.4131	599.8160	635.5466	660.6487	898.9132	641.7384	-	-	-	-	-
1792336.0420	13:14:49:709	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.2539	4.0349	1024.7708	164.1628	921.8951	158.7297	0.0629	0.3931	-0.9174	0.0838	0.3695	-0.9255	0.6618	-39.5995	605.6053	-65.3837	-34.4271	600.1092	635.6672	660.5594	898.9297	641.7578	-	-	-	-	-
1792340.0440	13:14:49:713	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.2456	4.0202	1024.2225	160.6406	921.7775	156.5845	0.0640	0.3951	-0.9164	0.0838	0.3702	-0.9252	0.6553	-39.5745	605.3199	-65.4312	-34.4460	600.4386	635.6688	660.4911	898.9764	641.7461	-	-	-	-	-
1792344.0460	13:14:49:717	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.2323	3.9989	1023.1905	163.6072	924.2950	152.1207	0.0623	0.3923	-0.9177	0.0867	0.3753	-0.9228	0.6435	-39.5390	604.8567	-65.4701	-34.4593	600.7440	635.7447	660.5221	898.9367	641.6293	-	-	-	-	-
1792348.0460	13:14:49:721	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792352.0460	13:14:49:725	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.2196	3.9789	1022.0030	167.0677	926.6769	154.6517	0.0631	0.3903	-0.9185	0.0887	0.3743	-0.9230	0.6315	-39.4927	604.2540	-65.4783	-34.4565	600.6768	635.7729	660.5272	898.9594	641.6523	-	-	-	-	-
1792356.0460	13:14:49:729	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.2081	3.9642	1020.8295	169.3941	926.8547	155.9206	0.0636	0.3909	-0.9182	0.0879	0.3738	-0.9233	0.6254	-39.4724	603.9601	-65.4667	-34.4488	600.5241	635.7866	660.5079	898.9967	641.6663	-	-	-	-	-
1792360.0460	13:14:49:733	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.1893	3.9474	1018.1341	168.5262	928.2024	154.6748	0.0602	0.3944	-0.9169	0.0897	0.3737	-0.9232	0.6201	-39.4533	603.7594	-65.4415	-34.4325	600.2461	635.8713	660.4111	898.9813	641.6640	-	-	-	-	-
1792364.0450	13:14:49:737	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792368.0450	13:14:49:741	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.1714	3.9405	1016.9921	167.2571	925.2053	153.4776	0.0623	0.3963	-0.9160	0.0816	0.3732	-0.9242	0.6173	-39.4455	603.7214	-65.4186	-34.4154	599.9565	635.8422	660.3531	899.1765	641.6693	-	-	-	-	-
1792372.0450	13:14:49:745	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.1700	3.9343	1015.6161	167.4766	926.6330	151.8915	0.0627	0.3925	-0.9176	0.0857	0.3727	-0.9240	0.6106	-39.4440	603.6582	-65.3817	-34.3944	599.5842	635.8605	660.4386	899.1109	641.6754	-	-	-	-	-
1792376.0450	13:14:49:749	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.1548	3.9163	1014.6284	168.0943	926.4898	150.1613	0.0637	0.3928	-0.9174	0.0843	0.3766	-0.9225	0.6107	-39.4446	603.6821	-65.3472	-34.3710	599.2520	635.8418	660.4284	899.1422	641.5775	-	-	-	-	-
1792380.0440	13:14:49:753	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792384.0440	13:14:49:757	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.1396	3.8957	1012.4358	166.8393	927.3778	149.3708	0.0602	0.3953	-0.9166	0.0849	0.3760	-0.9227	0.6108	-39.4393	603.6348	-65.3186	-34.3548	598.9560	635.9080	660.3702	899.1463	641.5895	-	-	-	-	-
1792388.0440	13:14:49:761	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.1240	3.8802	1009.4246	168.1248	928.2533	146.4933	0.0567	0.3915	-0.9184	0.0866	0.3792	-0.9212	0.6089	-39.4264	603.4578	-65.3029	-34.3422	598.8018	635.9834	660.4399	899.1136	641.5071	-	-	-	-	-
1792392.0440	13:14:49:765	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.1127	3.8675	1008.3803	169.7836	927.3670	145.4802	0.0581	0.3918	-0.9182	0.0841	0.3767	-0.9225	0.6117	-39.4110	603.2419	-65.2902	-34.3359	598.6708	635.9422	660.4261	899.1721	641.5615	-	-	-	-	-
1792396.0440	13:14:49:769	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792400.0430	13:14:49:773	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0979	3.8581	1007.5984	171.8075	927.3434	144.1975	0.0595	0.3921	-0.9180	0.0852	0.3767	-0.9224	0.6146	-39.3958	603.0298	-65.2932	-34.3341	598.6970	635.9027	660.4109	899.1514	641.5477	-	-	-	-	-
1792404.0430	13:14:49:777	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0852	3.8533	1006.1563	173.4362	927.5188	144.2635	0.0571	0.3916	-0.9184	0.0876	0.3772	-0.9220	0.6201	-39.3651	602.6179	-65.2982	-34.3332	598.7395	635.9252	660.4023	899.1040	641.5255	-	-	-	-	-
1792408.0430	13:14:49:781	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0852	3.8469	1007.2073	174.4160	926.1922	143.4358	0.0628	0.3913	-0.9181	0.0857	0.3783	-0.9217	0.6235	-39.3460	602.3256	-65.3142	-34.3399	598.8777	635.7986	660.4037	899.1436	641.5005	-	-	-	-	-
1792412.0430	13:14:49:785	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792416.0430	13:14:49:789	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0703	3.8394	1004.7057	175.8797	925.2349	144.6511	0.0562	0.3911	-0.9186	0.0858	0.3741	-0.9234	0.6287	-39.3133	601.8747	-65.3150	-34.3430	598.9387	635.9050	660.3919	899.1238	641.5836	-	-	-	-	-
1792420.0420	13:14:49:793	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0594	3.8201	1004.4899	178.7919	924.0754	141.6355	0.0577	0.3902	-0.9189	0.0856	0.3807	-0.9207	0.6324	-39.2849	601.4542	-65.3377	-34.3490	599.1625	635.8575	660.4008	899.1140	641.4256	-	-	-	-	-
1792424.0380	13:14:49:797	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0534	3.8078	1005.0846	181.5978	925.4402	140.8631	0.0612	0.3904	-0.9186	0.0872	0.3780	-0.9217	0.6351	-39.2553	601.0268	-65.3627	-34.3643	599.4111	635.7762	660.3863	899.0768	641.4869	-	-	-	-	-
1792428.0340	13:14:49:801	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-	-	-	-	-
1792432.0300	13:14:49:805	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0406	3.8011	1002.6705	185.0670	926.7528	139.3035	0.0555	0.3880	-0.9200	0.0899	0.3782	-0.9213	0.6425	-39.2377	600.7686	-65.4033	-34.3814	599.8424	635.8559	660.4284	898.9970	641.4570	-	-	-	-	-
1792436.0260	13:14:49:809	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0312	3.8078	1002.1931	185.0499	928.2158	140.0366	0.0586	0.3930	-0.9177	0.0898	0.3759	-0.9223	0.6479	-39.2335	600.7701	-65.4439	-34.4047	600.2373	635.7736	660.3108	898.9915	641.5099	-	-	-	-	-
1792440.0220	13:14:49:813	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0319	3.8076	1001.2309	188.9368	929.6441	140.7273	0.0566	0.3883	-0.9198	0.0900	0.3748	-0.9227	0.6519	-39.2350	600.7453	-65.4966	-34.4309	600.7568	635.7979	660.4179	898.9718	641.5232	-	-	-	-	-
1792444.0180	13:14:49:817	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0319	3.8087	1003.7136	191.0389	930.1445	138.9103	0.0619	0.3883	-0.9195	0.0886	0.3806	-0.9205	0.6610	-39.2438	600.8845	-65.5519	-34.4561	601.2719	635.6579	660.4182	898.9916	641.3953	-	-	-	-	-
1792448.0140	13:14:49:821	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0336	3.8074	1003.5282	191.8395	934.8345	140.9032	0.0582	0.3903	-0.9188	0.0963	0.3737	-0.9225	0.6666	-39.2698	601.2683	-65.5990	-34.4848	601.7521	635.7115	660.3847	898.8245	641.5420	-	-	-	-	-
1792452.0100	13:14:49:825	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0329	3.7990	1002.3791	192.8209	936.6609	137.3275	0.0560	0.3905	-0.9189	0.0928	0.3805	-0.9201	0.6719	-39.2942	601.6265	-65.6617	-34.5115	602.3397	635.7351	660.3898	898.8810	641.3850	-	-	-	-	-
1792456.0050	13:14:49:829	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0373	3.7938	1004.2871	192.8331	940.1261	134.4195	0.0608	0.3917	-0.9181	0.0955	0.3813	-0.9195	0.6788	-39.3190	602.0111	-65.7124	-34.5359	602.8733	635.6151	660.3679	898.7982	641.3489	-	-	-	-	-
1792460.0010	13:14:49:833	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0442	3.7841	1003.4925	193.7091	940.4059	130.0882	0.0596	0.3898	-0.9190	0.0908	0.3838	-0.9190	0.6784	-39.3361	602.2500	-65.7088	-34.5374	602.9365	635.6434	660.4153	898.8466	641.2929	-	-	-	-	-
1792463.9970	13:14:49:837	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0388	3.7969	1004.0736	194.2687	940.3328	131.5882	0.0584	0.3896	-0.9191	0.0882	0.3778	-0.9217	0.6763	-39.3512	602.3078	-65.6635	-34.5243	602.5862	635.6753	660.4635	898.8738	641.4368	-	-	-	-	-
1792467.9930	13:14:49:841	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0331	3.8046	1003.0399	195.1423	939.4167	135.6124	0.0553	0.3881	-0.9199	0.0859	0.3738	-0.9235	0.6816	-39.3848	602.6676	-65.6771	-34.5304	602.6579	635.7152	660.5385	898.9457	641.5265	-	-	-	-	-
1792471.9890	13:14:49:845	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0288	3.8142	997.6809	196.7257	939.0924	141.9473	0.0485	0.3864	-0.9211	0.0871	0.3691	-0.9253	0.6779	-39.4017	602.8367	-65.7019	-34.5487	602.9149	635.8636	660.5995	898.9138	641.6373	-	-	-	-	-
1792475.9850	13:14:49:849	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0187	3.8201	998.1970	197.2938	936.3968	143.3612	0.0535	0.3866	-0.9207	0.0847	0.3712	-0.9247	0.6788	-39.4121	602.9455	-65.7269	-34.5653	603.1670	635.7638	660.6093	898.9500	641.6063	-	-	-	-	-
1792479.9810	13:14:49:853	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0059	3.8214	995.6509	199.0741	935.5813	144.9691	0.0520	0.3870	-0.9206	0.0865	0.3714	-0.9244	0.6802	-39.4252	603.0929	-65.7339	-34.5734	603.3010	635.7878	660.6154	898.8829	641.6050	-	-	-	-	-
1792483.9770	13:14:49:857	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0107	3.8311	993.8736	200.0458	933.7669	145.4889	0.0518	0.3859	-0.9211	0.0857	0.3721	-0.9242	0.6870	-39.4387	603.2578	-65.7404	-34.5757	603.3883	635.7662	660.6514	898.8861	641.5823	-	-	-	-	-
1792487.9730	13:14:49:861	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0206	3.8378	991.8821	198.9216	933.7250	149.7946	0.0529	0.3895	-0.9195	0.0877	0.3707	-0.9246	0.6974	-39.4597	603.5374	-65.7348	-34.5786	603.3930	635.7045	660.5913	898.8249	641.6203	-	-	-	-	-
1792491.9690	13:14:49:865	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0202	3.8411	989.6455	199.1199	932.4206	151.4611	0.0517	0.3891	-0.9198	0.0891	0.3704	-0.9246	0.7048	-39.4847	603.8634	-65.7284	-34.5741	603.3405	635.7010	660.6189	898.7946	641.6194	-	-	-	-	-
1792495.9640	13:14:49:869	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0096	3.8422	988.8731	196.8337	930.9967	155.6294	0.0526	0.3935	-0.9178	0.0885	0.3693	-0.9251	0.7096	-39.5126	604.2220	-65.7088	-34.5693	603.2123	635.6680	660.5508	898.7855	641.6491	-	-	-	-	-
1792499.9600	13:14:49:873	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0162	3.8514	985.6623	198.6159	929.3821	159.7029	0.0502	0.3884	-0.9201	0.0886	0.3681	-0.9256	0.7116	-39.5380	604.4920	-65.6925	-34.5650	603.0758	635.7075	660.6885	898.7787	641.6870	-	-	-	-	-
1792503.9560	13:14:49:877	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0121	3.8476	984.3677	197.5891	928.1356	161.0567	0.0524	0.3906	-0.9191	0.0869	0.3705	-0.9248	0.7138	-39.5550	604.6770	-65.6806	-34.5602	602.9942	635.6579	660.6647	898.7986	641.6369	-	-	-	-	-
1792507.9520	13:14:49:881	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0149	3.8577	984.8243	197.7678	928.0780	165.6461	0.0568	0.3889	-0.9195	0.0880	0.3655	-0.9266	0.7174	-39.5714	604.8826	-65.6678	-34.5586	602.8979	635.5589	660.7112	898.7711	641.7522	-	-	-	-	-
1792511.9480	13:14:49:885	Trial031	wct_005b	Subject1	Expert	SS18	Eye	Fixation	Fixation	2	2	4.0161	3.8549	983.3698	197.6925	927.7064	166.3138	0.0515	0.3881	-0.9202	0.0852	0.3694	-0.9253	0.7190	-39.5840	604.9682	-65.6897	-34.5715	603.1669	635.6557	660.7581	898.7935	641.6662	-	-	-	-	-
